Text,Label
"ECONOMIC GROWTH: On the heels of an aggressive tightening in financial conditions and restrictive monetary policy in 2022, GIR expects global growth to move below trend to 1.8% in 2023.",0
"Investors may be underestimating the resilience of the US economy, which contrasts with a mild recession in Europe and a bumpy reopening in China.",0
"INFLATION: Prices will likely slowly cool, with notable improvement in the policy-critical areas of shelter and wages.",0
"Supply chains have functioned better, with further improvements likely if China implements a more flexible COVID-19 strategy.",0
"Still, wage growth and long-term inflation expectations are likely key factors in forward monetary policy.",0
"MONETARY POLICY: Sticky inflation remains the preeminent global concern, locking central banks (CB) into a pause-over-pivot bias in 2023.",0
"Consequently, CBs are eager to nudge growth below potential.",0
"In the US, GIR expects a terminal rate of 5-5.25% and no cuts in 2023.",0
"In the Euro area and UK, terminal rates may reach 3.00% and 4.50%, respectively.",0
"GEOPOLITICS: Acute geopolitical dynamics remain present as ever, hallmarked by conflict in Ukraine, territorial flexing by China, and entrenched societal polarization.",0
"On the latter, we expect increasing uncertainty in government composition and policy.",0
DM EQUITY: Rising cost of capital should accelerate the transition from highly bifurcated macro to deeply idiosyncratic drivers of return.,0
"To compete with compelling cross-asset opportunities, we believe a focus on profits over revenue, quality over capitalization, and company over country, is warranted.",0
"As current macro risks remain unresolved, a US equity tilt appears warranted, but the attractive cyclicality and potential FX tailwinds of non-US equities may emerge in 2023.",0
THEM EQUITY: THEM equities face a challenging composition of subpar growth and a sharp tightening in financial conditions.,0
"However, we believe pockets of value may exist in EMs that are closer to relief from inflation and rates, including Brazil, Chile, and Korea.",0
"RATES: Global yields will likely move in tandem with CB policy paths, with potential differentiation due to regional energy exposure.",0
"GIR forecasts rates to top out in 1H 2023, though acknowledge the risk to the upside given policymakers willingness to overshoot.",0
"Globally, we believe the deepest level of curve inversion is behind us.",0
8. CREDIT: Credit fundamentals have peaked but remain on solid footing.,0
"US corporates have room for additional spread widening, but disciplined capital management, a low wall of debt maturity, and cash-rich balance sheets may act as buffers.",0
"In Europe, uncertainty around policy and energy pose headwinds despite attractive valuations.",0
CURRENCY: Near-term US dollar strength may persist as global growth risk is to the downside.,0
"Over the longer term, the US dollar looks vulnerable to high valuation and global recovery.",0
"Should the global growth-inflation mix improve, the USD is likely to rebate recent gains.",0
"10. COMMODITIES: Supply challenges are structural, based on years of underinvestment.",0
"While weakness may persist from factors such as higher real rates, USD strength, and recessionary concerns, longer-term physical tightness will not be easily resolved.",0
10 FOR 2023 SPECIAL EDITION 10 FOR 2023 Less Favorable More Favorable EQUITY Shorter Term Longer Term US Equity European Equity Japanese Equity Emerging Market (THEM) Equity RATES US Government Fixed Income DM Government Fixed Income THEM Debt Local Municipal Bonds CREDIT US Investment Grade US High Yield Euro Area Corporates Asia High Yield THEM Debt Hard REAL ASSETS Oil Copper Gold Global Real Estate CURRENCIES US Dollar Euro British Pound Japanese Yen Chinese Renminbi ASSET CLASS FORECASTS Current 3m 12m % to 12m S&P 500 ($) 4026 3600 4000 -0.6 STOXX Europe (€) 441 390 450 2.1 MSCI Asia-Pacific Ex-Japan ($) 494 510 550 11.3 TOPIX (¥) 2018 2000 2200 9.0 10-Year Treasury 3.7 4.2 4.3 64 bp 10-Year Bund 2.0 2.6 2.8 78 bp 10-Year JGB 0.3 0.3 0.3 0 bp Euro (€/$) 1.04 0.94 1.05 0.9 Pound (£/$) 1.21 1.07 1.22 0.9 Yen ($/¥) 139 155 140 0.6 Brent Crude Oil ($/bbl) 83.6 115 110 31.5 London Gold ($/troy oz) 1750 1850 1950 11.4,0
" Strategic Advisory Solutions Goldman Sachs Asset Management 2 MARKET PULSE: SPECIAL EDITION 10 FOR 2023 Section Notes: 1 Federal Reserve Bank of Philadelphia, 2 International Labor Organization (ILO), 3 Transportation Security Administration (TSA), 4 Mortgage Bankers Association, 5 Bureau of Economic Analysis, 6 University of Michigan Survey of Consumers, 7,9 Goldman Sachs Asset Management, 8 Goldman Sachs Global Investment Research, and 9 Bloomberg.",1
"As of November 21, 2022, latest data available.",1
"Goldman Sachs does not provide accounting, tax or legal advice.",1
The economic and market forecasts presented herein are for informational purposes as of the date of this document.,1
There can be no assurance that the forecasts will be achieved.,1
"Past performance does not guarantee future results, which may vary.",1
Point Break We expect 2023 to be a year filled with macro inflection points as inflation and monetary policy pressures start to diminish.,0
"Alongside this transition, we believe investor prioritization of profitability over revenue and sticky income over the uncertainty of capital appreciation will be paramount.",0
"Market opportunities have already reset and investing next year may feature more of 1) stocks with durable cash flows, 2) quality bonds with significant coupons, and 3) alternatives with volatility-reducing attributes.",0
SUPPLY TIMELINES: The share of manufacturing companies reporting faster supplier delivery times has increased 171% since the beginning of 2022 1 .,0
WORKING HOURS: Global labor supply remains squeezed.,0
"The ILO estimates total work hours to stay 1.5% below pre-pandemic levels, equating to a deficit of 40mm full-time jobs 2 .",0
TRAVEL SURGE: The daily number of passengers screened at TSA checkpoints has jumped by 17x relative to the pandemic low in 2020 3 .,0
HOME EQUITY: Only 2% of US mortgages have negative equity today versus 25% in 2011 4 .,0
Home prices would need to fall by 30% from 2021 levels to meaningfully erode loan- to-value ratios and increase strategic defaults.,0
"CREDIT TRENDS: While US loan delinquencies remain subdued, spending has rotated from discretionary to essential; top areas of credit accelerationautomotive parts, gas, and materialshave discouraged borrowing for recreation, clothing, and food services 5 .",0
"BAD MOOD: The UMichigan Consumer Sentiment Index printed below 60 in seven consecutive months, the longest stretch since inception as sticky costs diminish morale 6 .",0
"SINGLE STOCK: As of 3Q, 80% of S&P 500 companies have seen their equity prices fall at least 10% at some point this year, providing a large base for tax-loss harvesting 7 .",0
UP DOWN: Performance swings have been more volatile this year relative to the long-term average.,0
"Positive days in 2022 have returned a daily average of 1.31% while negative days have posted an average drag of -1.14%, much wider than the historical bounds of +0.75% 7 .",0
TECH BREAK: The market value loss for mega tech stocks this year is equivalent to the annual GDP of UK or France 8 .,0
"YIELD LAGGARD: A year ago, ~25% of global government debt offered negative nominal yields.",0
"Today, Japan is the last remaining sovereign borrower with negative-yielding debt, comprising <5% of all government debt 8 .",0
COST BENEFIT: Rate volatility has exceeded the 90th percentile relative to the past ten years.,0
"Still, US Treasuries are yielding 5.5x more per unit of volatility than US stocks 8 .",0
DURATION LIMITS: The risk and cost of a rate shock are lower and less punitive today relative to earlier this year.,0
"While a 100 bp rate shock may drag the Bloomberg US Aggregate Bond Index by -6.2%, a coupon offset of 2.7% may ultimately limit left-tail risks 9 .",0
ACTIVITY CONSUMERS EQUITIES FIXED INCOME,1
 Strategic Advisory Solutions Goldman Sachs Asset Management 3 MARKET PULSE: SPECIAL EDITION 10 FOR 2023 Important Information 1.,1
"Asset Class Views for equities, credits, sovereigns, real assets, and currencies are informed by Goldman Sachs Asset Management, Goldman Sachs Global Investment Research, and Goldman Sachs Investment Strategy Group views.",1
The views expressed herein are as of November 2022 and subject to change in the future.,1
"Individual portfolio management teams for Goldman Sachs Asset Management may have views and opinions and/or make investment decisions that, in certain instances, may not always be consistent with the views and opinions expressed herein.",1
Price targets of major asset classes are provided by Goldman Sachs Global Investment Research.,1
Source: Global equities gained 1.5%; Defensives outperformed 11/28/2022.,0
Page 1 Definitions: Bp refers to basis point.,1
Brent crude oil is a common international benchmark for oil prices.,0
Central bank pivot refers to the shift in monetary policy stance from tightening to easing or vice versa.,1
"Core PCE refers to the core personal consumption expenditure price index, excluding food and energy.",1
Curve inversion refers to the difference in yield between the 10-year maturity and 2-year maturity of government bonds.,1
DM refers to developed markets.,1
Duration is a measure of the sensitivity of the price of a bond or other debt instrument to a change in interest rates.,1
ECB refers to the European Central Bank.,1
THEM refers to emerging markets.,1
EPS refers to earnings per share.,1
Fed refers to the Federal Reserve.,1
FX refers to currencies.,1
GDP refers to gross domestic product.,1
"Inflation expectations refer to the rate at which consumers, businesses, and investors expect prices to rise in the future.",0
Loan-to-value ratio is a measure of the mortgage balance to the appraised value of the property.,1
The ratio is used to assess the lending risk that financial institutions assume before approving a mortgage.,1
Terminal rate refers to the peak central bank policy rate at the end of a hiking cycle.,1
YE refers to year-end.,1
"Page 2 Notes: WORKING HOURS: Data as of October 31, 2022, latest available.",1
"TRAVEL SURGE: Data is based on a 20-day moving average comparing TSA checkpoint volume on November 20, 2022 relative to May 1, 2020.",0
"SINGLE STOCK: S&P 500 Index constituent data as of September 30, 2022.",1
UP DOWN: Performance swings are based on the daily total returns for the S&P 500 Index.,1
The long-term average refers to daily total returns since index inception in 1932.,1
"Glossary The Bloomberg US Aggregate Bond Index represents an unmanaged diversified portfolio of fixed income securities, including US Treasuries, investment grade corporate bonds, and mortgage backed and asset- backed securities.",1
The MSCI AC Asia Pacific ex Japan Index captures large and mid cap representation across 4 of 5 Developed Markets countries and 8 Emerging Markets countries in the Asia Pacific region.,0
"The S&P 500 Index is the Standard & Poors 500 Composite Stock Prices Index of 500 stocks, an unmanaged index of common stock prices.",1
"The index figures do not reflect any deduction for fees, expenses or taxes.",1
It is not possible to invest directly in an unmanaged index.,1
The STOXX Europe 600 Index is derived from the STOXX Europe Total Market Index (TMI) and is a subset of the STOXX Global 1800 Index.,1
The Tokyo Price Index (TOPIX) is a metric for stock prices on the Tokyo Stock Exchange (TSE).,1
